TYPE;TIERS;NOM;CPTE_TIERS;PRODUIT;ADRESSE;C_POSTAL;COMMUNE
RO;1072;CPAM 072 ARDECHE;;;6  AV Europe Unie ;7007;PRIVAS CEDEX
RO;1081;CPAM 08 CHARLEVILLE MEZ.;;;   14. Avenue G. Corneau ;8101;CHARLEVILLE MEZIERES CEDEX
RO;1091;CPAM 09 FOIX;;;   1. Avenue de Sibian ;9015;FOIX CEDEX
RO;1101;CPAM 10 TROYES;;;   113. Rue Etienne Pédron BP 500;10030;TROYES CEDEX
RO;1111;CPAM 11 CARCASSONNE;;;   2. Allée de Bezons ;11017;CARCASSONNE CEDEX 9
RO;1121;CPAM 12 RODEZ;;;156   Avenue de Bamberg ;12020;RODEZ CEDEX 9
RO;1131;CPAM 13 MARSEILLE;;;   56. Chemin Joseph Aiguier ;13297;MARSEILLE CEDEX 9
RO;1141;CPAM 14 CAEN;;;   Boulevard du Général Weygand BP 6048;14031;CAEN CEDEX
RO;1151;CPAM 15 AURILLAC;;;   15. Rue Pierre Marty ;15010;AURILLAC CEDEX
RO;1161;CPAM 16 ANGOULEME;;;   Boulevard de Bury ;16910;ANGOULEME CEDEX 9
RO;1171;CPAM 17 LA ROCHELLE;;;   55-57. Rue de Suède ;17014;LA ROCHELLE CEDEX
RO;1181;CPAM 18 BOURGES;;;   Boulevard de la République ;18030;BOURGES CEDEX 9
RO;1191;CPAM 19 TULLE;;;   6 Rue Souham ;19033;TULLE CEDEX
RO;1201;CPAM 201 AJACCIO;;;   Boulevard Abbé Recco Les Paludes BP 910;20702;AJACCIO CEDEX 9
RO;1202;CPAM 202 BASTIA;;;   5 avenue Jean Zuccarelli ;20406;BASTIA CEDEX
RO;1211;CPAM 21 DIJON;;;   BP 34548 ;21045;DIJON CEDEX
RO;1221;CPAM 22 ST BRIEUC;;;   106. Boulevard Hoche ;22024;SAINT-BRIEUC CEDEX 1
RO;1231;CPAM 23 GUERET;;;   Rue Marcel Brunet ;23014;GUERET CEDEX
RO;1241;CPAM 24 PERIGUEUX;;;   50. Rue Claude Bernard ;24910;PERIGUEUX CEDEX  9
RO;1251;CPAM 251 DOUBS;;;   2. Rue Denis Papin ;25036;BESANCON CEDEX
RO;1252;CPAM 252 MONTBELIARD;;;   3. Avenue Léon Blum ;25215;MONTBELIARD CEDEX
RO;1261;CPAM 26 VALENCE;;;   Avenue du Président Herriot BP 1000;26024;VALENCE CEDEX
RO;1271;CPAM 27 EVREUX;;;   1bis. Place Saint Taurin ;27030;EVREUX CEDEX
RO;1281;CPAM 28 CHARTRES;;;   11. Rue du Docteur André Haye ;28034;CHARTRES CEDEX
RO;1291;CPAM 291 FINISTERE;;;   Rue de Savoie ;29282;BREST CEDEX
RO;1292;CPAM 292 QUIMPER;;;   Rue de la République h - BP 515;29192;QUIMPER CEDEX
RO;1301;CPAM 30 NIMES;;;   14. Rue du Cirque Romain ;30921;NIMES CEDEX 9
RO;1311;CPAM 31 TOULOUSE;;;   3 Bld Prof. Léopold Escande ;31093;TOULOUSE CEDEX 9
RO;1321;CPAM 32 AUCH;;;   11. Rue de Châteaudun ;32012;AUCH CEDEX
RO;1331;CPAM 33 BORDEAUX;;;   Cité du Grand Parc Europe;33085;BORDEAUX CEDEX
RO;1341;CPAM 341 BEZIERS;;;   Place du Général de Gaulle BP 743;34523;BEZIERS CEDEX
RO;1342;CPAM 342 HERAULT;;;   29. Cours Gambetta ;34934;MONTPELLIER CEDEX 9
RO;1351;CPAM 35 RENNES;;;   Cours des Alliés BP 34 A;35024;RENNES CEDEX 9
RO;1361;CPAM 36 CHATEAUROUX;;;   14 rue Claude Nicolas Ledoux ;36026;CHATEAUROUX CEDEX
RO;1371;CPAM 37 TOURS;;;   Cité Administrative du Champ Girault 36 Rue Edouard Vaillant;37035;TOURS CEDEX  9
RO;1381;CPAM 381 ISERE;;;   2. Rue des Alliés ;38045;GRENOBLE CEDEX 9
RO;1382;CPAM 382 VIENNE;;;   1. Place Saint Pierre BP 196;38211;VIENNE CEDEX
RO;1391;CPAM 39 LONS LE SAUNIER;;;   8. Rue des Lilas ;39031;LONS le SAUNIER CEDEX
RO;1401;CPAM 40 MONT DE MARSAN;;;   207. Rue Fontainebleau ;40013;MONT de MARSAN CEDEX
RO;1411;CPAM 41 BLOIS;;;   6. Rue Louis Armand ;41022;BLOIS CEDEX
RO;1421;CPAM 421 ROANNE;;;   26. Place des Promenades Populle ;42321;ROANNE CEDEX
RO;1422;CPAM 422 LOIRE;;;   3. Avenue du Pdt Emile Loubet ;42027;SAINT ETIENNE CEDEX 1
RO;1431;CPAM 43 PUY;;;   10. Avenue André Soulier BP 324;43011;LE PUY EN VELAY CEDEX
RO;1441;CPAM 441 LOIRE-ATLANTIQUE;;;   9. Rue Gaëtan Rondeau ;44958;NANTES CEDEX 9
RO;1442;CPAM 442 ST NAZAIRE;;;   9 rue Gaëtan Rondeau ;44958;NANTES CEDEX 9
RO;1451;CPAM 45 ORLEANS;;;   Place du Général de Gaulle ;45021;ORLEANS CEDEX 1
RO;1461;CPAM 46 CAHORS;;;   238 rue Hautesserre ;46015;CAHORS CEDEX 9
RO;1471;CPAM 47 AGEN;;;   2. Rue Diderot Place Armand Fallières;47914;AGEN CEDEX 9
RO;1481;CPAM 48 MENDE;;;   Quartier des Carmes BP 26;48006;MENDE CEDEX
RO;1491;CPAM 491 MAINE ET LOIRE;;;   32 Rue Louis Gain ;49037;ANGERS CEDEX 01
RO;1492;CPAM 492 CHOLET;;;   2. Rue Saint Eloi BP 311;49328;CHOLET CEDEX
RO;1501;CPAM 50 ST LO;;;   Montée du Bois André ;50012;SAINT LO CEDEX
RO;1511;CPAM 51 REIMS;;;   14-16. Rue du Ruisselet ;51086;REIMS CEDEX
RO;1521;CPAM 52 CHAUMONT;;;   18. Bld Maréchal de Lattre de Tassigny BP 2028;52915;CHAUMONT CEDEX 9
RO;1531;CPAM 53 LAVAL;;;   37. boulevard Montmorency ;53084;LAVAL CEDEX 9
RO;1541;CPAM 541 LONGWY;;;   3. boulevard Joffre ;54047;NANCY CEDEX
RO;1542;CPAM 542 MEURTHE ET MOS.;;;   9. Boulevard Joffre ;54047;NANCY CEDEX
RO;1551;CPAM 55 BAR LE DUC;;;   1. Rue de Polval Case off. n°9;55015;BAR le DUC CEDEX
RO;1561;CPAM 56 VANNES;;;    BP 20321;56021;VANNES CEDEX
RO;1571;CPAM 571 MOSELLE;;;   18-22. Rue Haute Seille BP 21001;57751;METZ CEDEX 9
RO;1572;CPAM 572 SARREGUEMINES;;;   Ecole BP 31169;57217;SARREGUEMINES CEDEX
RO;1573;CPAM 573 THIONVILLE;;;   2. Allée Bel Air BP 50351;57128;THIONVILLE CEDEX
RO;1581;CPAM 58 NEVERS;;;   50. Rue Paul Vaillant Couturier ;58025;NEVERS CEDEX
RO;1591;CPAM 591 ARMENTIERES;;;   6. Rue des Nieulles BP 121;59428;ARMENTIERES CEDEX
RO;1592;CPAM 592 CAMBRAI;;;   10. Rue Saint Lazare ;59408;CAMBRAI CEDEX
RO;1593;CPAM 593 DOUAI;;;   125. Rue Saint Sulpice BP 821;59508;DOUAI CEDEX
RO;1594;CPAM 594 FLANDRES-DUNKERQ;;;   2 Rue de la Batellerie BP 4523;59386;DUNKERQUE CEDEX 1
RO;1595;CPAM 595 LILLE-DOUAI;;;   Iéna BP 01;59895;LILLE CEDEX 9
RO;1596;CPAM 596 MAUBEUGE;;;   24 rue de la Croix BP 78;59607;MAUBEUGE CEDEX
RO;1597;CPAM 597 ROUBAIX-TOUR.;;;   6. Rue Rémi Cogghe BP 769;59065;ROUBAIX CEDEX 1
RO;1598;CPAM 598 TOURCOING;;;   2 Place Sébastopol BP 700;59208;TOURCOING CEDEX
RO;1599;CPAM 599 HAINAUT;;;   63. rue du Rempart BP 499;59321;VALENCIENNES CEDEX
RO;1601;CPAM 601 OISE;;;   Rue de Savoie ;60013;BEAUVAIS CEDEX
RO;1602;CPAM 602 CREIL;;;   Rue Ribot BP 201;60313;CREIL CEDEX
RO;1611;CPAM 61 ALENCON;;;   34. Place du Général Bonet ;61012;ALENCON CEDEX
RO;1621;CPAM 621 ARRAS;;;   Boulevard Allende ;62014;ARRAS CEDEX
RO;1622;CPAM 622 BOULOGNE SUR MER;;;   47. Boulevard Mariette BP 489;62321;BOULOGNE sur MER CEDEX
RO;1623;CPAM 623 COTE D OPALE;;;   35. Rue Descartes ;62108;CALAIS CEDEX
RO;1624;CPAM 624 ARTOIS;;;   11 boulevard du Président Allendé ;62014;ARRAS Cedex 
RO;1631;CPAM 63 CLERMONT FERRAND;;;   Cité Administrative Rue Pélissier;63031;CLERMONT-FERRAND CEDEX 9
RO;1641;CPAM 641 BAYONNE;;;   68-72. Allées Marines ;64111;BAYONNE CEDEX
RO;1642;CPAM 642 PAU;;;   26 bis Avenue des Lilas ;64022;PAU CEDEX 9
RO;1651;CPAM 65 TARBES;;;   8. Place au Bois ;65021;TARBES CEDEX 9
RO;1661;CPAM 66 PERPIGNAN;;;   BP 89928 ;66013;PERPIGNAN 9
RO;1671;CPAM 671 HAGUENAU;;;   17. Rue du Maréchal Joffre ;67505;HAGUENAU CEDEX
RO;1672;CPAM 672 SELESTAT;;;   2. Avenue Schweisguth ;67605;SELESTAT CEDEX
RO;1673;CPAM 673 BAS-RHIN;;;   16. Rue de Lausanne BP 408 R 2;67090;STRASBOURG CEDEX
RO;1681;CPAM 681 COLMAR;;;   19. Boulevard du Champ de Mars BP 40454;68022;COLMAR CEDEX
RO;1682;CPAM 682 HAUT-RHIN;;;   19. bd du Champ de Mars BP 40454;68022;COLMAR CEDEX
RO;1691;CPAM 691 RHONE;;;5 B  place jean mace CPAM DE LYON;69907;LYON CEDEX 20
RO;1692;CPAM 692 VILLEFRANCHE S/S;;;   137. Boulevard Gambetta BP 472;69666;VILLEFRANCHE sur SAONE CEDEX
RO;1701;CPAM 70 VESOUL;;;   9. Boulevard des Alliés BP 439;70020;VESOUL CEDEX
RO;1711;CPAM 71 MACON;;;   113. Rue de Paris ;71022;MACON CEDEX 09
RO;1721;CPAM 72 LE MANS;;;   178. Avenue Bollée ;72033;LE MANS CEDEX 9
RO;1731;CPAM 73 CHAMBERY;;;   5. Avenue Jean Jaurès ;73015;CHAMBERY CEDEX
RO;1741;CPAM 74 ANNECY;;;   Service Informatique de Production 2 rue Robert Schuman;74984;ANNECY CEDEX 9
RO;1751;CPAM 75 PARIS;;;   21 rue Georges Auric ;75948;PARIS CEDEX 19
RO;1759;CPAM 759 CRAMIF IDF;;;    ;0NULL; 
RO;1761;CPAM 761 DIEPPE;;;   Boulevard Georges Clémenceau ;76882;DIEPPE CEDEX
RO;1762;CPAM 762 ELBEUF;;;   Rue de la Prairie BP400;76504;ELBEUF SUR SEINE CEDEX
RO;1763;CPAM 763 LE HAVRE;;;   222. Boulevard de Strasbourg ;76094;LE HAVRE CEDEX
RO;1764;CPAM 764 ROUEN-ELBEUF;;;   50. Avenue de Bretagne ;76039;ROUEN CEDEX
RO;1771;CPAM 77 MELUN RUBELLES;;;    ;77605;MARNE LA VALLEE CEDEX 03
RO;1781;CPAM 781 VERSAILLES;;;   92. Avenue de Paris BP 204;78014;VERSAILLES CEDEX
RO;1789;CPAM 789 MGP;;;    ;0NULL; 
RO;1791;CPAM 79 NIORT;;;   Ebaupin Angélique;79041;NIORT CEDEX
RO;1801;CPAM 80 AMIENS;;;   642 rue de Cagny ;80033;AMIENS CEDEX
RO;1811;CPAM 81 ALBI;;;   5 Place Lapérouse ;81016;ALBI CEDEX 9
RO;1821;CPAM 82 MONTAUBAN;;;   592. boulevard Blaise Doumerc BP 778;82015;MONTAUBAN CEDEX
RO;1831;CPAM 83 TOULON;;;   Rue Emile Ollivier BP 328;83082;TOULON CEDEX
RO;1841;CPAM 84 AVIGNON;;;   7. Rue François 1er ;84043;AVIGNON CEDEX 9
RO;1851;CPAM 85 LA ROCHE SUR YON;;;   Rue Alain ;85031;LA ROCHE sur YON CEDEX
RO;1861;CPAM 86 POITIERS;;;   41. Rue du Touffenet ;86043;POITIERS CEDEX9
RO;1871;CPAM 87 LIMOGES;;;   22. Avenue Jean Gagnant ;87037;LIMOGES CEDEX
RO;1881;CPAM 88 EPINAL;;;   Or BP 584;88015;EPINAL CEDEX
RO;1891;CPAM 89 AUXERRE;;;   1 et 3. Rue du Moulin ;89024;AUXERRE CEDEX
RO;1901;CPAM 90 BELFORT;;;   12. Rue du Général Strolz ;90021;BELFORT CEDEX
RO;1911;CPAM 91 EVRY;;;   Boulevard François Mitterrand ;91039;EVRY CEDEX
RO;1921;CPAM 92 NANTERRE;;;   113. Rue des Trois Fontanot ;92026;NANTERRE CEDEX
RO;1931;CPAM 93 BOBIGNY;;;   195. Avenue Paul Vaillant Couturier ;93014;BOBIGNY CEDEX
RO;1941;CPAM 94 CRETEIL;;;   1 à 9. Avenue du Général de Gaulle ;94031;CRETEIL CEDEX
RO;1951;CPAM 95 CERGY PONTOISE;;;   Immeuble Les Marjoberts 2. Rue des Chauffours;95017;CERGY-PONTOISE CEDEX
RO;1971;CPAM 971 POINTE A PITRE;;;   Hôtel de Ville BP 486;97159;POINTE A PITRE CEDEX
RO;1972;CPAM 972 FORT DE FRANCE;;;   Armes ;97210;LE LAMENTIN CEDEX 2
RO;1973;CPAM 973 CAYENNE;;;   Espace Turenne Radamonthe Route de Raban;97307;CAYENNE CEDEX
RO;1974;CPAM 974 SAINT DENIS;;;   4 Boulevard Doret ;97704;SAINT DENIS CEDEX 9
RO;1976;CPAM 976 MAYOTTE;;;    ;0NULL; 
RO;1999;CPAM 99 CAISSE DE TEST;;;    ;0NULL; 
RO;30135800;C.P.S.A.C. DE L INDRE (CE;;;    ;0NULL; 
RO;6200600;ENIM;41100000;;   CLP MALADIE DE SAINT MALO ARSENAL DE LA MARINE - QUAI SOLIDOR ;35415;SAINT MALO CEDEX
RO;6200200;ENIM - CLP BORDEAUX;;;   CLP MALADIE DE SAINT MALO ARSENAL DE LA MARINE - QUAI SOLIDOR ;35415;SAINT MALO CEDEX
RO;6200800;ENIM - CLP LORIENT;;;   CLP MALADIE DE SAINT MALO ARSENAL DE LA MARINE - QUAI SOLIDOR ;35415;SAINT MALO CEDEX
RO;6200400;ENIM - CLP SAINT-MALO;;;   CLP MALADIE DE SAINT MALO ARSENAL DE LA MARINE - QUAI SOLIDOR ;35415;SAINT MALO CEDEX
RO;30455200;EOVI MUTUELLE DROME ARPIC;;;   13 cours du palias BP 228;7000;PRIVAS 
RO;30015400;EOVI MUTUELLE DROME ARPIC;;;   5. rue Belle Image ;26000;VALENCE 
RO;30453300;EOVI MUTUELLES PRESENCE;;;   76/78. rue de Créqui ;69472;LYON CEDEX 06
RO;94011;FI MFPS 94011;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94021;FI MFPS 94021;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94022;FI MFPS 94022;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94031;FI MFPS 94031;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94041;FI MFPS 94041;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94051;FI MFPS 94051;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94061;FI MFPS 94061;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94071;FI MFPS 94071;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94072;FI MFPS 94072;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94081;FI MFPS 94081;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94091;FI MFPS 94091;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94101;FI MFPS 94101;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94111;FI MFPS 94111;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94121;FI MFPS 94121;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94131;FI MFPS 94131;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94141;FI MFPS 94141;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94151;FI MFPS 94151;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94161;FI MFPS 94161;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94171;FI MFPS 94171;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94181;FI MFPS 94181;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94191;FI MFPS 94191;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94201;FI MFPS 94201;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94202;FI MFPS 94202;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94211;FI MFPS 94211;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94221;FI MFPS 94221;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94231;FI MFPS 94231;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94241;FI MFPS 94241;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94251;FI MFPS 94251;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94252;FI MFPS 94252;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94261;FI MFPS 94261;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94271;FI MFPS 94271;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94281;FI MFPS 94281;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94291;FI MFPS 94291;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94292;FI MFPS 94292;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94301;FI MFPS 94301;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94311;FI MFPS 94311;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94321;FI MFPS 94321;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94331;FI MFPS 94331;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94341;FI MFPS 94341;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94342;FI MFPS 94342;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94351;FI MFPS 94351;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94361;FI MFPS 94361;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94371;FI MFPS 94371;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94381;FI MFPS 94381;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94382;FI MFPS 94382;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94391;FI MFPS 94391;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94401;FI MFPS 94401;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94411;FI MFPS 94411;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94421;FI MFPS 94421;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94422;FI MFPS 94422;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94431;FI MFPS 94431;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94441;FI MFPS 94441;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94442;FI MFPS 94442;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94451;FI MFPS 94451;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94461;FI MFPS 94461;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94471;FI MFPS 94471;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94481;FI MFPS 94481;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94491;FI MFPS 94491;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94492;FI MFPS 94492;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94501;FI MFPS 94501;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94511;FI MFPS 94511;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94521;FI MFPS 94521;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94531;FI MFPS 94531;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94541;FI MFPS 94541;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94542;FI MFPS 94542;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94551;FI MFPS 94551;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94561;FI MFPS 94561;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94571;FI MFPS 94571;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94572;FI MFPS 94572;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94573;FI MFPS 94573;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94581;FI MFPS 94581;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94591;FI MFPS 94591;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94592;FI MFPS 94592;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94593;FI MFPS 94593;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94594;FI MFPS 94594;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94595;FI MFPS 94595;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94596;FI MFPS 94596;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94597;FI MFPS 94597;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94598;FI MFPS 94598;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94599;FI MFPS 94599;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94601;FI MFPS 94601;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94602;FI MFPS 94602;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94611;FI MFPS 94611;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94621;FI MFPS 94621;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94622;FI MFPS 94622;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94623;FI MFPS 94623;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94624;FI MFPS 94624;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94631;FI MFPS 94631;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94641;FI MFPS 94641;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94642;FI MFPS 94642;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94651;FI MFPS 94651;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94661;FI MFPS 94661;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94671;FI MFPS 94671;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94672;FI MFPS 94672;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94673;FI MFPS 94673;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94681;FI MFPS 94681;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94682;FI MFPS 94682;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94691;FI MFPS 94691;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94692;FI MFPS 94692;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94701;FI MFPS 94701;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94711;FI MFPS 94711;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94721;FI MFPS 94721;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94731;FI MFPS 94731;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94741;FI MFPS 94741;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;947510599;FI MFPS 94751;41100000;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94761;FI MFPS 94761;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94762;FI MFPS 94762;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94763;FI MFPS 94763;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94764;FI MFPS 94764;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94771;FI MFPS 94771;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94791;FI MFPS 94791;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94801;FI MFPS 94801;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
RO;94811;FI MFPS 94811;;;   Gestion des Professionnels de Santé CS 99594;34965;MONTPELLIER CEDEX 1
