Statement,Header,Nom champ,Valeur champ
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,BrokerAddress,
Statement,Data,Title,Synthèse du réalisé
Statement,Data,Period,"Novembre 8, 2019"
Statement,Data,WhenGenerated,"2019-11-11, 07:53:08 EST"
Informations du compte,Header,Nom champ,Valeur champ
Informations du compte,Data,Nom,CSS Alpha Fund Ltd
Informations du compte,Data,Compte,DU1507428
Informations du compte,Data,Nom compte centralisateur,CSS Alpha Fund Ltd
Informations du compte,Data,Type de Compte,Individuel
Informations du compte,Data,Type de client,Sociétés
Informations du compte,Data,Capacités du compte,Portfolio margin
Informations du compte,Data,Devise de base,USD
Actif net,Header,Classe d'Actif,Total précédent,Actuel long,Actuel short,Total actuel,Variation
Actif net,Data,Espèces,793374.563268833,680868.453939229,0,680868.453939229,-112506.109329604
Actif net,Data,Action,-287611.87,1098374.21,-1273988.55,-175614.34,111997.53
Actif net,Data,Intérêts cumulés,-167.77,53.35,-302.69,-249.34,-81.57
Actif net,Data,Total,505594.923268833,1779296.013939229,-1274291.24,505004.773939229,-590.149329604
Actif net,Header,Taux de rentabilité pondéré dans le temps
Actif net,Data,-0.116723745%
Changements de l'actif net,Header,Nom champ,Valeur champ
Changements de l'actif net,Data,Valeur de départ,505594.923268833
Changements de l'actif net,Data,P/L Réalisé,-2008.834971
Changements de l'actif net,Data,Changement dans les pertes et profits non-réalisés,1507.19564
Changements de l'actif net,Data,Dividendes,-6.94
Changements de l'actif net,Data,Changement dans l'accumulation des intérêts,-81.57
Changements de l'actif net,Data,Valeur en fin de période,505004.773939229
Synthèse de la performance réalisée et non-réalisée,Header,Catégorie d'actifs,Symbole,Aj. coût,Realisé Profit C/T,Realisé Perte C/T,Realisé Profit L/T,Realisé Perte L/T,Realisé Total,Non-Réalisé Profit C/T,Non-Réalisé Perte C/T,Non-Réalisé Profit L/T,Non-Réalisé Perte L/T,Non-Réalisé Total,Total,Code
Positions ouvertes,Data,Summary,Actions,USD,IVZ,589,1,16.971604414,9996.275,17.82,10495.98,499.705,5.00,
Positions ouvertes,Data,Summary,Actions,USD,JBHT,92,1,107.98,9934.16,119.98,11038.16,1104,11.11,
Positions ouvertes,Data,Summary,Actions,USD,JNJ,-77,1,129.724208364,-9988.764044,133,-10241,-252.235956,-2.53,
Positions ouvertes,Data,Summary,Actions,USD,JNPR,-388,1,25.714348598,-9977.167256,26.17,-10153.96,-176.792744,-1.77,
Positions ouvertes,Data,Summary,Actions,USD,JPM,-88,1,116.096113886,-10216.458022,130.38,-11473.44,-1256.981978,-12.30,
Positions ouvertes,Data,Summary,Actions,USD,JWN,-312,1,32.144215494,-10028.995234,36.65,-11434.8,-1405.804766,-14.02,
Positions ouvertes,Data,Summary,Actions,USD,KIM,-998,1,20.174463275,-20134.114348,20.85,-20808.3,-674.185652,-3.35,
Positions ouvertes,Data,Summary,Actions,USD,KLAC,-63,1,161.350667619,-10165.09206,174.21,-10975.23,-810.13794,-7.97,
Positions ouvertes,Data,Summary,Actions,USD,KO,185,1,54.075405405,10003.95,52.21,9658.85,-345.1,-3.45,
Positions ouvertes,Data,Summary,Actions,USD,KR,370,1,26.915,9958.55,27.02,9997.4,38.85,0.39,
Positions ouvertes,Data,Summary,Actions,USD,KSS,-26,1,48.790408692,-1268.550626,57.04,-1483.04,-214.489374,-16.91,
Positions ouvertes,Data,Summary,Actions,USD,L,195,1,51.035128205,9951.85,51,9945,-6.85,-0.07,
Positions ouvertes,Data,Summary,Actions,USD,LB,-566,1,17.684514818,-10009.435387,17.75,-10046.5,-37.064613,-0.37,
Positions ouvertes,Data,Summary,Actions,USD,LEN,-169,1,59.192738402,-10003.57279,57.8,-9768.2,235.37279,2.35,
Positions ouvertes,Data,Summary,Actions,USD,LKQ,316,1,31.645,9999.82,35.2,11123.2,1123.38,11.23,
Positions ouvertes,Data,Summary,Actions,USD,LOW,-90,1,111.736456667,-10056.2811,114,-10260,-203.7189,-2.03,
Positions ouvertes,Data,Summary,Actions,USD,LUV,178,1,56.245617978,10011.72,58.18,10356.04,344.32,3.44,
Positions ouvertes,Data,Summary,Actions,USD,LYB,-119,1,84.229733866,-10023.33833,97.39,-11589.41,-1566.07167,-15.62,
Positions ouvertes,Data,Summary,Actions,USD,MAA,-77,1,129.534212299,-9974.134347,133.99,-10317.23,-343.095653,-3.44,
Positions ouvertes,Data,Summary,Actions,USD,MAS,-224,1,44.9939495,-10078.644688,46.3,-10371.2,-292.555312,-2.90,
Positions ouvertes,Data,Summary,Actions,USD,MCHP,-107,1,93.545140645,-10009.330049,96.21,-10294.47,-285.139951,-2.85,
Positions ouvertes,Data,Summary,Actions,USD,MCK,66,1,149.915151515,9894.4,140.2,9253.2,-641.2,-6.48,
Positions ouvertes,Data,Summary,Actions,USD,MDT,-93,1,107.516902441,-9999.071927,107.03,-9953.79,45.281927,0.45,
Positions ouvertes,Data,Summary,Actions,USD,MET,-212,1,47.193903962,-10005.10764,49.32,-10455.84,-450.73236,-4.51,
Positions ouvertes,Data,Summary,Actions,USD,MGM,-370,1,27.062428797,-10013.098655,31.41,-11621.7,-1608.601345,-16.06,
Positions ouvertes,Data,Summary,Actions,USD,MKC,62,1,160.556129032,9954.48,159.69,9900.78,-53.7,-0.54,
Positions ouvertes,Data,Summary,Actions,USD,MLM,-38,1,266.318051763,-10120.085967,256.9,-9762.2,357.885967,3.54,
Positions ouvertes,Data,Summary,Actions,USD,MO,241,1,41.495,10000.295,46.41,11184.81,1184.515,11.84,
Positions ouvertes,Data,Summary,Actions,USD,MOS,460,1,21.049782609,9682.9,20.81,9572.6,-110.3,-1.14,
Positions ouvertes,Data,Summary,Actions,USD,MPC,-154,1,65.362943409,-10065.893285,66.23,-10199.42,-133.526715,-1.33,
Positions ouvertes,Data,Summary,Actions,USD,MRO,-820,1,12.19462846,-9999.595337,12.53,-10274.6,-275.004663,-2.75,
Positions ouvertes,Data,Summary,Actions,USD,NCLH,190,1,52.346315789,9945.8,51.82,9845.8,-100,-1.01,
Positions ouvertes,Data,Summary,Actions,USD,NEM,-252,1,39.644060246,-9990.303182,36.61,-9225.72,764.583182,7.65,
Positions ouvertes,Data,Summary,Actions,USD,NKE,109,1,91.689174312,9994.12,89.81,9789.29,-204.83,-2.05,
Positions ouvertes,Data,Summary,Actions,USD,NLOK,434,1,23.065,10010.21,24.83,10776.22,766.01,7.65,
Positions ouvertes,Data,Summary,Actions,USD,NOC,-3,1,374.658785,-1123.976355,350.11,-1050.33,73.646355,6.55,
Positions ouvertes,Data,Summary,Actions,USD,NSC,53,1,187.458867925,9935.32,195.44,10358.32,423,4.26,
Positions ouvertes,Data,Summary,Actions,USD,NTAP,-178,1,56.253098444,-10013.051523,59.41,-10574.98,-561.928477,-5.61,
Positions ouvertes,Data,Summary,Actions,USD,NTRS,-113,1,88.839192239,-10038.828723,107.65,-12164.45,-2125.621277,-21.17,
Positions ouvertes,Data,Summary,Actions,USD,NUE,188,1,52.715319149,9910.48,55.56,10445.28,534.8,5.40,
Positions ouvertes,Data,Summary,Actions,USD,NVDA,7,1,179.882857143,1259.18,207.78,1454.46,195.28,15.51,
Positions ouvertes,Data,Summary,Actions,USD,NWS,-704,1,14.207370886,-10001.989104,13.23,-9313.92,688.069104,6.88,
Positions ouvertes,Data,Summary,Actions,USD,NWSA,-737,1,13.534600722,-9975.000732,12.9,-9507.3,467.700732,4.69,
Positions ouvertes,Data,Summary,Actions,USD,OMC,-127,1,78.98824574,-10031.507209,80.77,-10257.79,-226.282791,-2.26,
Positions ouvertes,Data,Summary,Actions,USD,ORCL,185,1,54.245405405,10035.4,56.49,10450.65,415.25,4.14,
Positions ouvertes,Data,Summary,Actions,USD,PAYX,118,1,84.778474576,10003.86,83.25,9823.5,-180.36,-1.80,
Positions ouvertes,Data,Summary,Actions,USD,PEG,161,1,61.80621118,9950.8,61.43,9890.23,-60.57,-0.61,
Positions ouvertes,Data,Summary,Actions,USD,PFE,279,1,35.865,10006.335,37.05,10336.95,330.615,3.30,
Positions ouvertes,Data,Summary,Actions,USD,PG,83,1,120.082048193,9966.81,119.7,9935.1,-31.71,-0.32,
Positions ouvertes,Data,Summary,Actions,USD,PHM,-278,1,36.004135594,-10009.149695,38.18,-10614.04,-604.890305,-6.04,
Positions ouvertes,Data,Summary,Actions,USD,PKG,-89,1,112.686312157,-10029.081782,113.9,-10137.1,-108.018218,-1.08,
Positions ouvertes,Data,Summary,Actions,USD,PM,-121,1,82.09991686,-9934.08994,83.57,-10111.97,-177.88006,-1.79,
Positions ouvertes,Data,Summary,Actions,USD,PPG,-83,1,124.055264554,-10296.586958,128.92,-10700.36,-403.773042,-3.92,
Positions ouvertes,Data,Summary,Actions,USD,PPL,-322,1,31.124919826,-10022.224184,33.72,-10857.84,-835.615816,-8.34,
Positions ouvertes,Data,Summary,Actions,USD,PSX,-91,1,112.046572352,-10196.238084,119.7,-10892.7,-696.461916,-6.83,
Positions ouvertes,Data,Summary,Actions,USD,PVH,-115,1,87.199380096,-10027.928711,97.96,-11265.4,-1237.471289,-12.34,
Positions ouvertes,Data,Summary,Actions,USD,PYPL,97,1,103.310309278,10021.1,101.42,9837.74,-183.36,-1.83,
Positions ouvertes,Data,Summary,Actions,USD,QRVO,126,1,79.577936508,10026.82,104.04,13109.04,3082.22,30.74,
Positions ouvertes,Data,Summary,Actions,USD,RCL,-94,1,107.217023043,-10078.400166,114.53,-10765.82,-687.419834,-6.82,
Positions ouvertes,Data,Summary,Actions,USD,RE,-38,1,259.888184868,-9875.751025,265.35,-10083.3,-207.548975,-2.10,
Positions ouvertes,Data,Summary,Actions,USD,REG,147,1,67.876802721,9977.89,64.66,9505.02,-472.87,-4.74,
Positions ouvertes,Data,Summary,Actions,USD,REGN,33,1,306.85030303,10126.06,341.79,11279.07,1153.01,11.39,
Positions ouvertes,Data,Summary,Actions,USD,RHI,-172,1,58.289604488,-10025.811972,57.94,-9965.68,60.131972,0.60,
Positions ouvertes,Data,Summary,Actions,USD,ROK,57,1,173.99754386,9917.86,177.82,10135.74,217.88,2.20,
Positions ouvertes,Data,Summary,Actions,USD,ROL,257,1,38.765,9962.605,38.68,9940.76,-21.845,-0.22,
Positions ouvertes,Data,Summary,Actions,USD,RSG,116,1,86.27862069,10008.32,86.18,9996.88,-11.44,-0.11,
Positions ouvertes,Data,Summary,Actions,USD,RTN,-50,1,199.4057528,-9970.28764,215.84,-10792,-821.71236,-8.24,
Positions ouvertes,Data,Summary,Actions,USD,SBUX,116,1,86.20862069,10000.2,81.77,9485.32,-514.88,-5.15,
Positions ouvertes,Data,Summary,Actions,USD,SCHW,229,1,43.443733624,9948.615,43.54,9970.66,22.045,0.22,
Positions ouvertes,Data,Summary,Actions,USD,SHW,17,1,573.518823529,9749.82,581.35,9882.95,133.13,1.37,
Positions ouvertes,Data,Summary,Actions,USD,SIVB,42,1,238.513809524,10017.58,238.6,10021.2,3.62,0.04,
Positions ouvertes,Data,Summary,Actions,USD,SLG,-121,1,82.669905058,-10003.058512,86,-10406,-402.941488,-4.03,
Positions ouvertes,Data,Summary,Actions,USD,SNA,-64,1,158.140982094,-10121.022854,166.94,-10684.16,-563.137146,-5.56,
Positions ouvertes,Data,Summary,Actions,USD,SO,164,1,60.656097561,9947.6,61.26,10046.64,99.04,1.00,
Positions ouvertes,Data,Summary,Actions,USD,SPB,12,1,54.052278417,648.627341,53.01,636.12,-12.507342,-1.93,
Positions ouvertes,Data,Summary,Actions,USD,SRE,71,1,141.494084507,10046.08,142.12,10090.52,44.44,0.44,
Positions ouvertes,Data,Summary,Actions,USD,STX,-172,1,57.992866448,-9974.773029,58.79,-10111.88,-137.106971,-1.37,
Positions ouvertes,Data,Summary,Actions,USD,STZ,52,1,193.229230769,10047.92,187.56,9753.12,-294.8,-2.93,
Positions ouvertes,Data,Summary,Actions,USD,SWK,-65,1,153.771312938,-9995.135341,157.84,-10259.6,-264.464659,-2.65,
Positions ouvertes,Data,Summary,Actions,USD,SWKS,-118,1,86.049624983,-10153.855748,100.44,-11851.92,-1698.064252,-16.72,
Positions ouvertes,Data,Summary,Actions,USD,SYF,282,1,35.445,9995.49,36.94,10417.08,421.59,4.22,
Positions ouvertes,Data,Summary,Actions,USD,T,-260,1,38.4240855,-9990.26223,39.38,-10238.8,-248.53777,-2.49,
Positions ouvertes,Data,Summary,Actions,USD,TDG,19,1,528.782631579,10046.87,541.08,10280.52,233.65,2.33,
Positions ouvertes,Data,Summary,Actions,USD,TFX,-30,1,337.9195519,-10137.586557,331.18,-9935.4,202.186557,1.99,
Positions ouvertes,Data,Summary,Actions,USD,TGT,-89,1,113.246300562,-10078.92075,110.15,-9803.35,275.57075,2.73,
Positions ouvertes,Data,Summary,Actions,USD,TPR,368,1,27.045,9952.56,27.23,10020.64,68.08,0.68,
Positions ouvertes,Data,Summary,Actions,USD,TROW,-84,1,118.275527631,-9935.144321,119.58,-10044.72,-109.575679,-1.10,
Positions ouvertes,Data,Summary,Actions,USD,TRV,-76,1,131.334004158,-9981.384316,133.29,-10130.04,-148.655684,-1.49,
Positions ouvertes,Data,Summary,Actions,USD,TSCO,-105,1,95.508379933,-10028.379893,94.82,-9956.1,72.279893,0.72,
Positions ouvertes,Data,Summary,Actions,USD,TTWO,85,1,117.141764706,9957.05,116.96,9941.6,-15.45,-0.16,
Positions ouvertes,Data,Summary,Actions,USD,UAL,108,1,92.198518519,9957.44,93.44,10091.52,134.08,1.35,
Positions ouvertes,Data,Summary,Actions,USD,UHS,68,1,147.064705882,10000.4,141.13,9596.84,-403.56,-4.04,
Positions ouvertes,Data,Summary,Actions,USD,ULTA,41,1,245.384390244,10060.76,239.29,9810.89,-249.87,-2.48,
Positions ouvertes,Data,Summary,Actions,USD,UNP,60,1,165.496666667,9929.8,176.1,10566,636.2,6.41,
Positions ouvertes,Data,Summary,Actions,USD,UPS,-86,1,115.775856244,-9956.723637,124.3,-10689.8,-733.076363,-7.36,
Positions ouvertes,Data,Summary,Actions,USD,UTX,-68,1,147.482121868,-10028.784287,148.88,-10123.84,-95.055713,-0.95,
Positions ouvertes,Data,Summary,Actions,USD,VAR,83,1,120.552048193,10005.82,124.76,10355.08,349.26,3.49,
Positions ouvertes,Data,Summary,Actions,USD,VFC,119,1,84.323613445,10034.51,87.07,10361.33,326.82,3.26,
Positions ouvertes,Data,Summary,Actions,USD,VIAB,48,1,25.830833333,1239.88,22.75,1092,-147.88,-11.93,
Positions ouvertes,Data,Summary,Actions,USD,VLO,-110,1,91.568894382,-10072.578382,100.86,-11094.6,-1022.021618,-10.15,
Positions ouvertes,Data,Summary,Actions,USD,VMC,68,1,147.744705882,10046.64,136.44,9277.92,-768.72,-7.65,
Positions ouvertes,Data,Summary,Actions,USD,VRTX,-52,1,194.686619731,-10123.704226,201.31,-10468.12,-344.415774,-3.40,
Positions ouvertes,Data,Summary,Actions,USD,VTR,159,1,61.886289308,9839.92,59.54,9466.86,-373.06,-3.79,
Positions ouvertes,Data,Summary,Actions,USD,WAB,127,1,78.607874016,9983.2,78.85,10013.95,30.75,0.31,
Positions ouvertes,Data,Summary,Actions,USD,WAT,46,1,219.54173913,10098.92,210.08,9663.68,-435.24,-4.31,
Positions ouvertes,Data,Summary,Actions,USD,WBA,-175,1,57.952966943,-10141.769215,59.24,-10367,-225.230785,-2.22,
Positions ouvertes,Data,Summary,Actions,USD,WDC,187,1,53.105347594,9930.7,52.02,9727.74,-202.96,-2.04,
Positions ouvertes,Data,Summary,Actions,USD,WFC,-201,1,50.203841657,-10090.972173,54.1,-10874.1,-783.127827,-7.76,
Positions ouvertes,Data,Summary,Actions,USD,WHR,-62,1,162.230393387,-10058.28439,154.77,-9595.74,462.54439,4.60,
Positions ouvertes,Data,Summary,Actions,USD,WRK,35,1,35.988571429,1259.6,39.75,1391.25,131.65,10.45,
Positions ouvertes,Data,Summary,Actions,USD,WU,456,1,21.945,10006.92,27.87,12708.72,2701.8,27.00,
Positions ouvertes,Data,Summary,Actions,USD,XEC,-215,1,46.713913898,-10043.491488,46.54,-10006.1,37.391488,0.37,
Positions ouvertes,Data,Summary,Actions,USD,XEL,155,1,64.736451613,10034.15,60.08,9312.4,-721.75,-7.19,
Positions ouvertes,Data,Summary,Actions,USD,XRAY,187,1,53.575347594,10018.59,57.42,10737.54,718.95,7.18,
Positions ouvertes,Data,Summary,Actions,USD,XRX,-294,1,34.134174299,-10035.447244,38.85,-11421.9,-1386.452756,-13.82,
Positions ouvertes,Data,Summary,Actions,USD,ZBH,-70,1,142.912636629,-10003.884564,144,-10080,-76.115436,-0.76,
Positions ouvertes,Total,,Actions,USD,,,,,-158476.048872,,-175614.34,-17138.291129,,
Transactions,Header,DataDiscriminator,Catégorie d'actifs,Devise,Symbole,Date/Heure,Quantité,Prix Trans.,Produit,Comm/Tarif,Base,P/L Réalisé,% P&L réalisé,Code
Transactions,Data,Order,Actions,USD,AEP,"2019-11-08, 10:01:07",-107,89.16,9540.12,-1.210213484,-9973.4,-434.490214,-4.356490404,C;P
Transactions,SubTotal,,Actions,USD,AEP,,-107,,9540.12,-1.210213484,-9973.4,-434.490214,-4.36,
Transactions,Data,Order,Actions,USD,AIZ,"2019-11-08, 09:34:36",-78,127.23,9923.94,-1.214707558,-9922.725292442,0,0,O
Transactions,SubTotal,,Actions,USD,AIZ,,-78,,9923.94,-1.214707558,-9922.725292442,0,0.00,
Transactions,Data,Order,Actions,USD,ALK,"2019-11-08, 09:30:15",140,70.921428571,-9929,-1,9930,0,0,O;P
Transactions,SubTotal,,Actions,USD,ALK,,140,,-9929,-1,9930,0,0.00,
Transactions,Data,Order,Actions,USD,AOS,"2019-11-08, 09:32:06",192,51.97,-9978.24,-1,9979.24,0,0,O;P
Transactions,SubTotal,,Actions,USD,AOS,,192,,-9978.24,-1,9979.24,0,0.00,
Transactions,Data,Order,Actions,USD,ARNC,"2019-11-08, 09:31:26",344,28.95127907,-9959.24,-1.72,9960.96,0,0,O;P
Transactions,SubTotal,,Actions,USD,ARNC,,344,,-9959.24,-1.72,9960.96,0,0.00,
Transactions,Data,Order,Actions,USD,BLL,"2019-11-08, 09:30:23",153,65.2,-9975.6,-1,9976.6,0,0,O;P
Transactions,SubTotal,,Actions,USD,BLL,,153,,-9975.6,-1,9976.6,0,0.00,
Transactions,Data,Order,Actions,USD,CHD,"2019-11-08, 10:43:40",148,67.32,-9963.36,-1,9964.36,0,0,O;P
Transactions,SubTotal,,Actions,USD,CHD,,148,,-9963.36,-1,9964.36,0,0.00,
Transactions,Data,Order,Actions,USD,CVS,"2019-11-08, 09:30:09",151,71.813642384,-10843.86,-1,10043.314109,-801.545891,-7.980890394,C;P
Transactions,SubTotal,,Actions,USD,CVS,,151,,-10843.86,-1,10043.314109,-801.545891,-7.98,
Transactions,Data,Order,Actions,USD,CXO,"2019-11-08, 10:48:03",-140,72.532857143,10154.6,-1.22686022,-9843,310.37314,3.153237224,C;P
Transactions,SubTotal,,Actions,USD,CXO,,-140,,10154.6,-1.22686022,-9843,310.37314,3.15,
Transactions,Data,Order,Actions,USD,DISCA,"2019-11-08, 09:31:00",-322,30.97,9972.34,-1.854745438,-9970.485254562,0,0,O;P
Transactions,SubTotal,,Actions,USD,DISCA,,-322,,9972.34,-1.854745438,-9970.485254562,0,0.00,
Transactions,Data,Order,Actions,USD,DVN,"2019-11-08, 10:46:08",-440,22.63,9957.2,-2.45847404,-9954.74152596,0,0,O;P
Transactions,SubTotal,,Actions,USD,DVN,,-440,,9957.2,-2.45847404,-9954.74152596,0,0.00,
Transactions,Data,Order,Actions,USD,EBAY,"2019-11-08, 09:30:23",258,34.95,-9017.1,-1.29,10026.731713,1008.341713,10.056534291,C
Transactions,SubTotal,,Actions,USD,EBAY,,258,,-9017.1,-1.29,10026.731713,1008.341713,10.06,
Transactions,Data,Order,Actions,USD,ED,"2019-11-08, 09:30:25",-113,87.051150442,9836.78,-1.217068346,-10001.5,-165.937068,-1.659121812,C;P
Transactions,SubTotal,,Actions,USD,ED,,-113,,9836.78,-1.217068346,-10001.5,-165.937068,-1.66,
Transactions,Data,Order,Actions,USD,FANG,"2019-11-08, 09:30:08",132,74.94,-9892.08,-1,9893.08,0,0,O
Transactions,SubTotal,,Actions,USD,FANG,,132,,-9892.08,-1,9893.08,0,0.00,
Transactions,Data,Order,Actions,USD,FDX,"2019-11-08, 09:30:23",61,163.89,-9997.29,-1,9998.29,0,0,O
Transactions,SubTotal,,Actions,USD,FDX,,61,,-9997.29,-1,9998.29,0,0.00,
Transactions,Data,Order,Actions,USD,FLS,"2019-11-08, 09:30:54",203,49.06,-9959.18,-1.015,9960.195,0,0,O;P
Transactions,SubTotal,,Actions,USD,FLS,,203,,-9959.18,-1.015,9960.195,0,0.00,
Transactions,Data,Order,Actions,USD,FRT,"2019-11-08, 10:02:00",-76,131.82,10018.32,-1.216423224,-10017.103576776,0,0,O;P
Transactions,SubTotal,,Actions,USD,FRT,,-76,,10018.32,-1.216423224,-10017.103576776,0,0.00,
Transactions,Data,Order,Actions,USD,HCA,"2019-11-08, 09:32:34",-73,135.94,9923.62,-1.214105934,-9922.405894066,0,0,O
Transactions,SubTotal,,Actions,USD,HCA,,-73,,9923.62,-1.214105934,-9922.405894066,0,0.00,
Transactions,Data,Order,Actions,USD,JEC,"2019-11-08, 09:30:21",106,95.63,-10136.78,-1,10031.679705,-106.100295,-1.057652339,C
Transactions,SubTotal,,Actions,USD,JEC,,106,,-10136.78,-1,10031.679705,-106.100295,-1.06,
Transactions,Data,Order,Actions,USD,JNPR,"2019-11-08, 09:30:31",-388,25.72,9979.36,-2.192744752,-9977.167255248,0,0,O;P
Transactions,SubTotal,,Actions,USD,JNPR,,-388,,9979.36,-2.192744752,-9977.167255248,0,0.00,
Transactions,Data,Order,Actions,USD,KR,"2019-11-08, 09:33:40",370,26.91,-9956.7,-1.85,9958.55,0,0,O;P
Transactions,SubTotal,,Actions,USD,KR,,370,,-9956.7,-1.85,9958.55,0,0.00,
Transactions,Data,Order,Actions,USD,L,"2019-11-08, 09:30:27",195,51.03,-9950.85,-1,9951.85,0,0,O;P
Transactions,SubTotal,,Actions,USD,L,,195,,-9950.85,-1,9951.85,0,0.00,
Transactions,Data,Order,Actions,USD,MU,"2019-11-08, 09:30:02",207,47.67,-9867.69,-1.035,10201.759165,333.034164,3.264477808,C;P
Transactions,SubTotal,,Actions,USD,MU,,207,,-9867.69,-1.035,10201.759165,333.034164,3.26,
Transactions,Data,Order,Actions,USD,MXIM,"2019-11-08, 09:30:24",165,59.16,-9761.4,-1,10094.781378,332.381378,3.292606007,C;P
Transactions,SubTotal,,Actions,USD,MXIM,,165,,-9761.4,-1,10094.781378,332.381378,3.29,
Transactions,Data,Order,Actions,USD,NOV,"2019-11-08, 09:30:14",491,23,-11293,-2.455,10028.408927,-1267.046073,-12.63456728,C;P
Transactions,SubTotal,,Actions,USD,NOV,,491,,-11293,-2.455,10028.408927,-1267.046073,-12.63,
Transactions,Data,Order,Actions,USD,PM,"2019-11-08, 09:30:11",-121,82.11,9935.31,-1.220059917,-9934.089940083,0,0,O;P
Transactions,SubTotal,,Actions,USD,PM,,-121,,9935.31,-1.220059917,-9934.089940083,0,0.00,
Transactions,Data,Order,Actions,USD,PWR,"2019-11-08, 09:31:11",243,42.98,-10444.14,-1.215,10002.858994,-442.496006,-4.423695328,C;P
Transactions,SubTotal,,Actions,USD,PWR,,243,,-10444.14,-1.215,10002.858994,-442.496006,-4.42,
Transactions,Data,Order,Actions,USD,SCHW,"2019-11-08, 09:30:14",229,43.438733624,-9947.47,-1.145,9948.615,0,0,O;P
Transactions,SubTotal,,Actions,USD,SCHW,,229,,-9947.47,-1.145,9948.615,0,0.00,
Transactions,Data,Order,Actions,USD,SEE,"2019-11-08, 09:30:15",-238,39.18,9324.84,-1.411346188,-10010.710001,-687.281346,-6.865460551,C;P
Transactions,SubTotal,,Actions,USD,SEE,,-238,,9324.84,-1.411346188,-10010.710001,-687.281346,-6.87,
Transactions,Data,Order,Actions,USD,SIVB,"2019-11-08, 09:30:05",42,238.49,-10016.58,-1,10017.58,0,0,O
Transactions,SubTotal,,Actions,USD,SIVB,,42,,-10016.58,-1,10017.58,0,0.00,
Transactions,Data,Order,Actions,USD,STX,"2019-11-08, 09:30:25",-172,58,9976,-1.2269712,-9974.7730288,0,0,O;P
Transactions,SubTotal,,Actions,USD,STX,,-172,,9976,-1.2269712,-9974.7730288,0,0.00,
Transactions,Data,Order,Actions,USD,TPR,"2019-11-08, 09:31:09",368,27.04,-9950.72,-1.84,9952.56,0,0,O;P
Transactions,SubTotal,,Actions,USD,TPR,,368,,-9950.72,-1.84,9952.56,0,0.00,
Transactions,Data,Order,Actions,USD,TWTR,"2019-11-08, 09:30:05",-333,29.157027027,9709.29,-1.905609303,-9975.015,-267.63061,-2.683009599,C;P
Transactions,SubTotal,,Actions,USD,TWTR,,-333,,9709.29,-1.905609303,-9975.015,-267.63061,-2.68,
Transactions,Data,Order,Actions,USD,UAA,"2019-11-08, 09:59:49",509,17.63,-8973.67,-2.545,10078.475745,1102.260745,10.936780252,C;P
Transactions,SubTotal,,Actions,USD,UAA,,509,,-8973.67,-2.545,10078.475745,1102.260745,10.94,
Transactions,Data,Order,Actions,USD,WAB,"2019-11-08, 09:31:52",127,78.6,-9982.2,-1,9983.2,0,0,O
Transactions,SubTotal,,Actions,USD,WAB,,127,,-9982.2,-1,9983.2,0,0.00,
Transactions,Data,Order,Actions,USD,WDC,"2019-11-08, 09:30:05",187,53.1,-9929.7,-1,9930.7,0,0,O;P
Transactions,SubTotal,,Actions,USD,WDC,,187,,-9929.7,-1,9930.7,0,0.00,
Transactions,Data,Order,Actions,USD,WYNN,"2019-11-08, 09:30:13",88,124.72,-10975.36,-1,10053.661392,-922.698608,-9.177737065,C
Transactions,SubTotal,,Actions,USD,WYNN,,88,,-10975.36,-1,10053.661392,-922.698608,-9.18,
Transactions,Total,,Actions,USD,,,,,-112449.49,-49.679329604,110490.334359063,-2008.834971,, 
Dividendes,Header,Devise,Date,Description,Montant
Dividendes,Data,USD,2019-11-07,ARNC(US03965L1008) Compensation tenant lieu de dividende (Dividende ordinaire),-6.94
Dividendes,Data,Total,,,-6.94
Intérêts cumulés,Header,Devise,Nom champ,Valeur champ
Intérêts cumulés,Data,Récapitulatif en devise de base,Solde de départ cumulé,-167.77
Intérêts cumulés,Data,Récapitulatif en devise de base,Intérêts courus,-81.57
Intérêts cumulés,Data,Récapitulatif en devise de base,Extourne des montants cumulés,0
Intérêts cumulés,Data,Récapitulatif en devise de base,Solde cumulé de fin de période,-249.34
Codes,Header,Code,Signification,Code (Cont.),Signification (Cont.)
Codes,Data,A,Assignation
Codes,Data,ADR,ADR Fee Accrual
Codes,Data,AEx,Exercice automatique pour les recommandations liées aux dividendes.
Codes,Data,Adj,Ajustement
Codes,Data,Al,Allocation
Codes,Data,Aw,Transaction éxécutée à l'externe
Codes,Data,B,Rachat Automatique
Codes,Data,Bo,Emprunt Direct
Codes,Data,C,Fermeture de Position
Codes,Data,CD,Livraison Espèces
Codes,Data,CP,Position complexe
Codes,Data,Ca,Annulé
Codes,Data,Co,Transaction Corrigée
Codes,Data,Cx,"Une partie ou la totalité de cette transaction a été exécutée comme une opération de crossing menée par IB en qualité d'agent pour les deux contreparties, qui sont des clients IB."
Codes,Data,ETF,Création ou sortie d'ETF
Codes,Data,Ep,Résulte d'une position ayant expiré
Codes,Data,Ex,Exercice
Codes,Data,FP,IB acted as principal for the fractional share portion of this trade
Codes,Data,FPA,IB acted as principal for the fractional share portion and as agent for the whole share portion of this trade
Codes,Data,G,Trader sur le segment de compte garanti.
Codes,Data,HC,Choix de l'assiette imposable sur les coûts les plus élevés
Codes,Data,HFI,Investissement transféré vers un Hedge Fund
